C-R
f	тву	юву
3902	0.128	0.98
3903	0.128	0.98
3904	0.128	0.98
3905	0.128	0.98
3906	0.128	0.98
3907	0.128	0.98
3908	0.128	0.98
3909	0.128	0.98
3910	0.128	0.98
3911	0.128	0.98
3912	0.128	0.98
3913	0.128	0.98
3914	0.128	0.98
3915	0.128	0.98
3916	0.128	0.98
3917	0.128	0.98
3918	0.128	0.98
3919	0.128	0.98
3920	0.128	0.98
3921	0.127	0.98
3922	0.127	0.98
3923	0.127	0.98
3924	0.127	0.98
3925	0.127	0.98
3926	0.127	0.98
3927	0.127	0.98
3928	0.127	0.98
3929	0.127	0.98
3930	0.127	0.98
3931	0.127	0.98
3932	0.127	0.98
3933	0.127	0.98
3934	0.127	0.98
3935	0.127	0.98
3936	0.127	0.98
3937	0.127	0.98
3938	0.127	0.98
3939	0.127	0.98
3940	0.127	0.98
3941	0.127	0.98
3942	0.127	0.98
3943	0.127	0.98
3944	0.127	0.98
3945	0.127	0.98
3946	0.127	0.98
3947	0.127	0.98
3948	0.127	0.98
3949	0.127	0.98
3950	0.127	0.98
3951	0.127	0.98
3952	0.126	0.98
3953	0.126	0.98
3954	0.126	0.98
3955	0.126	0.98
3956	0.126	0.98
3957	0.126	0.98
3958	0.126	0.98
3959	0.126	0.98
3960	0.126	0.98
3961	0.126	0.98
3962	0.126	0.98
3963	0.126	0.98
3964	0.126	0.98
3965	0.126	0.98
3966	0.126	0.98
3967	0.126	0.98
3968	0.126	0.98
3969	0.126	0.98
3970	0.126	0.98
3971	0.126	0.981
3972	0.126	0.981
3973	0.126	0.981
3974	0.126	0.981
3975	0.126	0.981
3976	0.126	0.981
3977	0.126	0.981
3978	0.126	0.981
3979	0.126	0.981
3980	0.126	0.981
3981	0.126	0.981
3982	0.126	0.981
3983	0.126	0.981
3984	0.126	0.981
3985	0.125	0.981
3986	0.125	0.981
3987	0.125	0.981
3988	0.125	0.981
3989	0.125	0.981
3990	0.125	0.981
3991	0.125	0.981
3992	0.125	0.981
3993	0.125	0.981
3994	0.125	0.981
3995	0.125	0.981
3996	0.125	0.981
3997	0.125	0.981
3998	0.125	0.981
3999	0.125	0.981
4000	0.125	0.981
4001	0.125	0.981
4002	0.125	0.981
4003	0.125	0.981
4004	0.125	0.981
4005	0.125	0.981
4006	0.125	0.981
4007	0.125	0.981
4008	0.125	0.981
4009	0.125	0.981
4010	0.125	0.981
4011	0.125	0.981
4012	0.125	0.981
4013	0.125	0.981
4014	0.125	0.981
4015	0.125	0.981
4016	0.125	0.981
4017	0.125	0.981
4018	0.124	0.981
4019	0.124	0.981
4020	0.124	0.981
4021	0.124	0.981
4022	0.124	0.981
4023	0.124	0.981
4024	0.124	0.981
4025	0.124	0.981
4026	0.124	0.981
4027	0.124	0.981
4028	0.124	0.981
4029	0.124	0.981
4030	0.124	0.981
4031	0.124	0.981
4032	0.124	0.981
4033	0.124	0.981
4034	0.124	0.981
4035	0.124	0.981
4036	0.124	0.981
4037	0.124	0.981
4038	0.124	0.981
4039	0.124	0.981
4040	0.124	0.981
4041	0.124	0.981
4042	0.124	0.981
4043	0.124	0.981
4044	0.124	0.981
4045	0.124	0.981
4046	0.124	0.981
4047	0.124	0.981
4048	0.124	0.981
4049	0.124	0.981
4050	0.124	0.981
4051	0.123	0.981
4052	0.123	0.981
4053	0.123	0.981
4054	0.123	0.981
4055	0.123	0.981
4056	0.123	0.981
4057	0.123	0.981
4058	0.123	0.981
4059	0.123	0.981
4060	0.123	0.981
4061	0.123	0.981
4062	0.123	0.981
4063	0.123	0.981
4064	0.123	0.981
4065	0.123	0.981
4066	0.123	0.981
4067	0.123	0.981
4068	0.123	0.981
4069	0.123	0.981
4070	0.123	0.981
4071	0.123	0.981
4072	0.123	0.981
4073	0.123	0.981
4074	0.123	0.981
4075	0.123	0.981
4076	0.123	0.981
4077	0.123	0.981
4078	0.123	0.981
4079	0.123	0.981
4080	0.123	0.982
4081	0.123	0.982
4082	0.123	0.982
4083	0.123	0.982
4084	0.123	0.982
4085	0.122	0.982
4086	0.122	0.982
4087	0.122	0.982
4088	0.122	0.982
4089	0.122	0.982
4090	0.122	0.982
4091	0.122	0.982
4092	0.122	0.982
4093	0.122	0.982
4094	0.122	0.982
4095	0.122	0.982
4096	0.122	0.982
4097	0.122	0.982
4098	0.122	0.982
4099	0.122	0.982
4100	0.122	0.982
4101	0.122	0.982
4102	0.122	0.982
4103	0.122	0.982
4104	0.122	0.982
4105	0.122	0.982
4106	0.122	0.982
4107	0.122	0.982
4108	0.122	0.982
4109	0.122	0.982
4110	0.122	0.982
4111	0.122	0.982
4112	0.122	0.982
4113	0.122	0.982
4114	0.122	0.982
4115	0.122	0.982
4116	0.122	0.982
4117	0.122	0.982
4118	0.122	0.982
4119	0.121	0.982
4120	0.121	0.982
4121	0.121	0.982
4122	0.121	0.982
4123	0.121	0.982
4124	0.121	0.982
4125	0.121	0.982
4126	0.121	0.982
4127	0.121	0.982
4128	0.121	0.982
4129	0.121	0.982
4130	0.121	0.982
4131	0.121	0.982
4132	0.121	0.982
4133	0.121	0.982
4134	0.121	0.982
4135	0.121	0.982
4136	0.121	0.982
4137	0.121	0.982
4138	0.121	0.982
4139	0.121	0.982
4140	0.121	0.982
4141	0.121	0.982
4142	0.121	0.982
4143	0.121	0.982
4144	0.121	0.982
4145	0.121	0.982
4146	0.121	0.982
4147	0.121	0.982
4148	0.121	0.982
4149	0.121	0.982
4150	0.121	0.982
4151	0.121	0.982
4152	0.121	0.982
4153	0.121	0.982
4154	0.12	0.982
4155	0.12	0.982
4156	0.12	0.982
4157	0.12	0.982
4158	0.12	0.982
4159	0.12	0.982
4160	0.12	0.982
4161	0.12	0.982
4162	0.12	0.982
4163	0.12	0.982
4164	0.12	0.982
4165	0.12	0.982
4166	0.12	0.982
4167	0.12	0.982
4168	0.12	0.982
4169	0.12	0.982
4170	0.12	0.982
4171	0.12	0.982
4172	0.12	0.982
4173	0.12	0.982
4174	0.12	0.982
4175	0.12	0.982
4176	0.12	0.982
4177	0.12	0.982
4178	0.12	0.982
4179	0.12	0.982
4180	0.12	0.982
4181	0.12	0.982
4182	0.12	0.982
4183	0.12	0.982
4184	0.12	0.982
4185	0.12	0.982
4186	0.12	0.982
4187	0.12	0.982
4188	0.12	0.982
4189	0.12	0.982
4190	0.119	0.982
4191	0.119	0.982
4192	0.119	0.982
4193	0.119	0.982
4194	0.119	0.982
4195	0.119	0.982
4196	0.119	0.982
4197	0.119	0.982
4198	0.119	0.983
4199	0.119	0.983
4200	0.119	0.983
4201	0.119	0.983
4202	0.119	0.983
4203	0.119	0.983
4204	0.119	0.983
4205	0.119	0.983
4206	0.119	0.983
4207	0.119	0.983
4208	0.119	0.983
4209	0.119	0.983
4210	0.119	0.983
4211	0.119	0.983
4212	0.119	0.983
4213	0.119	0.983
4214	0.119	0.983
4215	0.119	0.983
4216	0.119	0.983
4217	0.119	0.983
4218	0.119	0.983
4219	0.119	0.983
4220	0.119	0.983
4221	0.119	0.983
4222	0.119	0.983
4223	0.119	0.983
4224	0.119	0.983
4225	0.119	0.983
4226	0.118	0.983
4227	0.118	0.983
4228	0.118	0.983
4229	0.118	0.983
4230	0.118	0.983
4231	0.118	0.983
4232	0.118	0.983
4233	0.118	0.983
4234	0.118	0.983
4235	0.118	0.983
4236	0.118	0.983
4237	0.118	0.983
4238	0.118	0.983
4239	0.118	0.983
4240	0.118	0.983
4241	0.118	0.983
4242	0.118	0.983
4243	0.118	0.983
4244	0.118	0.983
4245	0.118	0.983
4246	0.118	0.983
4247	0.118	0.983
4248	0.118	0.983
4249	0.118	0.983
4250	0.118	0.983
4251	0.118	0.983
4252	0.118	0.983
4253	0.118	0.983
4254	0.118	0.983
4255	0.118	0.983
4256	0.118	0.983
4257	0.118	0.983
4258	0.118	0.983
4259	0.118	0.983
4260	0.118	0.983
4261	0.118	0.983
4262	0.118	0.983
4263	0.117	0.983
4264	0.117	0.983
4265	0.117	0.983
4266	0.117	0.983
4267	0.117	0.983
4268	0.117	0.983
4269	0.117	0.983
4270	0.117	0.983
4271	0.117	0.983
4272	0.117	0.983
4273	0.117	0.983
4274	0.117	0.983
4275	0.117	0.983
4276	0.117	0.983
4277	0.117	0.983
4278	0.117	0.983
4279	0.117	0.983
4280	0.117	0.983
4281	0.117	0.983
4282	0.117	0.983
4283	0.117	0.983
4284	0.117	0.983
4285	0.117	0.983
4286	0.117	0.983
4287	0.117	0.983
4288	0.117	0.983
4289	0.117	0.983
4290	0.117	0.983
4291	0.117	0.983
4292	0.117	0.983
4293	0.117	0.983
4294	0.117	0.983
4295	0.117	0.983
4296	0.117	0.983
4297	0.117	0.983
4298	0.117	0.983
4299	0.117	0.983
4300	0.116	0.983
4301	0.116	0.983
4302	0.116	0.983
4303	0.116	0.983
4304	0.116	0.983
4305	0.116	0.983
4306	0.116	0.983
4307	0.116	0.983
4308	0.116	0.983
4309	0.116	0.983
4310	0.116	0.983
4311	0.116	0.983
4312	0.116	0.983
4313	0.116	0.983
4314	0.116	0.983
4315	0.116	0.983
4316	0.116	0.983
4317	0.116	0.983
4318	0.116	0.983
4319	0.116	0.983
4320	0.116	0.983
4321	0.116	0.983
4322	0.116	0.983
4323	0.116	0.983
4324	0.116	0.983
4325	0.116	0.983
4326	0.116	0.983
4327	0.116	0.984
4328	0.116	0.984
4329	0.116	0.984
4330	0.116	0.984
4331	0.116	0.984
4332	0.116	0.984
4333	0.116	0.984
4334	0.116	0.984
4335	0.116	0.984
4336	0.116	0.984
4337	0.116	0.984
4338	0.115	0.984
4339	0.115	0.984
4340	0.115	0.984
4341	0.115	0.984
4342	0.115	0.984
4343	0.115	0.984
4344	0.115	0.984
4345	0.115	0.984
4346	0.115	0.984
4347	0.115	0.984
4348	0.115	0.984
4349	0.115	0.984
4350	0.115	0.984
4351	0.115	0.984
4352	0.115	0.984
4353	0.115	0.984
4354	0.115	0.984
4355	0.115	0.984
4356	0.115	0.984
4357	0.115	0.984
4358	0.115	0.984
4359	0.115	0.984
4360	0.115	0.984
4361	0.115	0.984
4362	0.115	0.984
4363	0.115	0.984
4364	0.115	0.984
4365	0.115	0.984
4366	0.115	0.984
4367	0.115	0.984
4368	0.115	0.984
4369	0.115	0.984
4370	0.115	0.984
4371	0.115	0.984
4372	0.115	0.984
4373	0.115	0.984
4374	0.115	0.984
4375	0.115	0.984
4376	0.115	0.984
4377	0.114	0.984
4378	0.114	0.984
4379	0.114	0.984
4380	0.114	0.984
4381	0.114	0.984
4382	0.114	0.984
4383	0.114	0.984
4384	0.114	0.984
4385	0.114	0.984
4386	0.114	0.984
4387	0.114	0.984
4388	0.114	0.984
4389	0.114	0.984
4390	0.114	0.984
4391	0.114	0.984
4392	0.114	0.984
4393	0.114	0.984
4394	0.114	0.984
4395	0.114	0.984
4396	0.114	0.984
4397	0.114	0.984
4398	0.114	0.984
4399	0.114	0.984
4400	0.114	0.984
4401	0.114	0.984
4402	0.114	0.984
4403	0.114	0.984
4404	0.114	0.984
4405	0.114	0.984
4406	0.114	0.984
4407	0.114	0.984
4408	0.114	0.984
4409	0.114	0.984
4410	0.114	0.984
4411	0.114	0.984
4412	0.114	0.984
4413	0.114	0.984
4414	0.114	0.984
4415	0.114	0.984
4416	0.114	0.984
4417	0.113	0.984
4418	0.113	0.984
4419	0.113	0.984
4420	0.113	0.984
4421	0.113	0.984
4422	0.113	0.984
4423	0.113	0.984
4424	0.113	0.984
4425	0.113	0.984
4426	0.113	0.984
4427	0.113	0.984
4428	0.113	0.984
4429	0.113	0.984
4430	0.113	0.984
4431	0.113	0.984
4432	0.113	0.984
4433	0.113	0.984
4434	0.113	0.984
4435	0.113	0.984
4436	0.113	0.984
4437	0.113	0.984
4438	0.113	0.984
4439	0.113	0.984
4440	0.113	0.984
4441	0.113	0.984
4442	0.113	0.984
4443	0.113	0.984
4444	0.113	0.984
4445	0.113	0.984
4446	0.113	0.984
4447	0.113	0.984
4448	0.113	0.984
4449	0.113	0.984
4450	0.113	0.984
4451	0.113	0.984
4452	0.113	0.984
4453	0.113	0.984
4454	0.113	0.984
4455	0.113	0.984
4456	0.113	0.984
4457	0.112	0.984
4458	0.112	0.984
4459	0.112	0.984
4460	0.112	0.984
4461	0.112	0.984
4462	0.112	0.984
4463	0.112	0.984
4464	0.112	0.984
4465	0.112	0.984
4466	0.112	0.984
4467	0.112	0.985
4468	0.112	0.985
4469	0.112	0.985
4470	0.112	0.985
4471	0.112	0.985
4472	0.112	0.985
4473	0.112	0.985
4474	0.112	0.985
4475	0.112	0.985
4476	0.112	0.985
4477	0.112	0.985
4478	0.112	0.985
4479	0.112	0.985
4480	0.112	0.985
4481	0.112	0.985
4482	0.112	0.985
4483	0.112	0.985
4484	0.112	0.985
4485	0.112	0.985
4486	0.112	0.985
4487	0.112	0.985
4488	0.112	0.985
4489	0.112	0.985
4490	0.112	0.985
4491	0.112	0.985
4492	0.112	0.985
4493	0.112	0.985
4494	0.112	0.985
4495	0.112	0.985
4496	0.112	0.985
4497	0.111	0.985
4498	0.111	0.985
4499	0.111	0.985
4500	0.111	0.985
4501	0.111	0.985
4502	0.111	0.985
4503	0.111	0.985
4504	0.111	0.985
4505	0.111	0.985
4506	0.111	0.985
4507	0.111	0.985
4508	0.111	0.985
4509	0.111	0.985
4510	0.111	0.985
4511	0.111	0.985
4512	0.111	0.985
4513	0.111	0.985
4514	0.111	0.985
4515	0.111	0.985
4516	0.111	0.985
4517	0.111	0.985
4518	0.111	0.985
4519	0.111	0.985
4520	0.111	0.985
4521	0.111	0.985
4522	0.111	0.985
4523	0.111	0.985
4524	0.111	0.985
4525	0.111	0.985
4526	0.111	0.985
4527	0.111	0.985
4528	0.111	0.985
4529	0.111	0.985
4530	0.111	0.985
4531	0.111	0.985
4532	0.111	0.985
4533	0.111	0.985
4534	0.111	0.985
4535	0.111	0.985
4536	0.111	0.985
4537	0.111	0.985
4538	0.111	0.985
4539	0.11	0.985
4540	0.11	0.985
4541	0.11	0.985
4542	0.11	0.985
4543	0.11	0.985
4544	0.11	0.985
4545	0.11	0.985
4546	0.11	0.985
4547	0.11	0.985
4548	0.11	0.985
4549	0.11	0.985
4550	0.11	0.985
4551	0.11	0.985
4552	0.11	0.985
4553	0.11	0.985
4554	0.11	0.985
4555	0.11	0.985
4556	0.11	0.985
4557	0.11	0.985
4558	0.11	0.985
4559	0.11	0.985
4560	0.11	0.985
4561	0.11	0.985
4562	0.11	0.985
4563	0.11	0.985
4564	0.11	0.985
4565	0.11	0.985
4566	0.11	0.985
4567	0.11	0.985
4568	0.11	0.985
4569	0.11	0.985
4570	0.11	0.985
4571	0.11	0.985
4572	0.11	0.985
4573	0.11	0.985
4574	0.11	0.985
4575	0.11	0.985
4576	0.11	0.985
4577	0.11	0.985
4578	0.11	0.985
4579	0.11	0.985
4580	0.11	0.985
4581	0.109	0.985
4582	0.109	0.985
4583	0.109	0.985
4584	0.109	0.985
4585	0.109	0.985
4586	0.109	0.985
4587	0.109	0.985
4588	0.109	0.985
4589	0.109	0.985
4590	0.109	0.985
4591	0.109	0.985
4592	0.109	0.985
4593	0.109	0.985
4594	0.109	0.985
4595	0.109	0.985
4596	0.109	0.985
4597	0.109	0.985
4598	0.109	0.985
4599	0.109	0.985
4600	0.109	0.985
4601	0.109	0.985
4602	0.109	0.985
4603	0.109	0.985
4604	0.109	0.985
4605	0.109	0.985
4606	0.109	0.985
4607	0.109	0.985
4608	0.109	0.985
4609	0.109	0.985
4610	0.109	0.985
4611	0.109	0.985
4612	0.109	0.985
4613	0.109	0.985
4614	0.109	0.985
4615	0.109	0.985
4616	0.109	0.985
4617	0.109	0.985
4618	0.109	0.985
4619	0.109	0.985
4620	0.109	0.985
4621	0.109	0.985
4622	0.109	0.986
4623	0.109	0.986
4624	0.108	0.986
4625	0.108	0.986
4626	0.108	0.986
4627	0.108	0.986
4628	0.108	0.986
4629	0.108	0.986
4630	0.108	0.986
4631	0.108	0.986
4632	0.108	0.986
4633	0.108	0.986
4634	0.108	0.986
4635	0.108	0.986
4636	0.108	0.986
4637	0.108	0.986
4638	0.108	0.986
4639	0.108	0.986
4640	0.108	0.986
4641	0.108	0.986
4642	0.108	0.986
4643	0.108	0.986
4644	0.108	0.986
4645	0.108	0.986
4646	0.108	0.986
4647	0.108	0.986
4648	0.108	0.986
4649	0.108	0.986
4650	0.108	0.986
4651	0.108	0.986
4652	0.108	0.986
4653	0.108	0.986
4654	0.108	0.986
4655	0.108	0.986
4656	0.108	0.986
4657	0.108	0.986
4658	0.108	0.986
4659	0.108	0.986
4660	0.108	0.986
4661	0.108	0.986
4662	0.108	0.986
4663	0.108	0.986
4664	0.108	0.986
4665	0.108	0.986
4666	0.108	0.986
4667	0.108	0.986
4668	0.107	0.986
4669	0.107	0.986
4670	0.107	0.986
4671	0.107	0.986
4672	0.107	0.986
4673	0.107	0.986
4674	0.107	0.986
4675	0.107	0.986
4676	0.107	0.986
4677	0.107	0.986
4678	0.107	0.986
4679	0.107	0.986
4680	0.107	0.986
4681	0.107	0.986
4682	0.107	0.986
4683	0.107	0.986
4684	0.107	0.986
4685	0.107	0.986
4686	0.107	0.986
4687	0.107	0.986
4688	0.107	0.986
4689	0.107	0.986
4690	0.107	0.986
4691	0.107	0.986
4692	0.107	0.986
4693	0.107	0.986
4694	0.107	0.986
4695	0.107	0.986
4696	0.107	0.986
4697	0.107	0.986
4698	0.107	0.986
4699	0.107	0.986
4700	0.107	0.986
4701	0.107	0.986
4702	0.107	0.986
4703	0.107	0.986
4704	0.107	0.986
4705	0.107	0.986
4706	0.107	0.986
4707	0.107	0.986
4708	0.107	0.986
4709	0.107	0.986
4710	0.107	0.986
4711	0.107	0.986
4712	0.107	0.986
4713	0.106	0.986
4714	0.106	0.986
4715	0.106	0.986
4716	0.106	0.986
4717	0.106	0.986
4718	0.106	0.986
4719	0.106	0.986
4720	0.106	0.986
4721	0.106	0.986
4722	0.106	0.986
4723	0.106	0.986
4724	0.106	0.986
4725	0.106	0.986
4726	0.106	0.986
4727	0.106	0.986
4728	0.106	0.986
4729	0.106	0.986
4730	0.106	0.986
4731	0.106	0.986
4732	0.106	0.986
4733	0.106	0.986
4734	0.106	0.986
4735	0.106	0.986
4736	0.106	0.986
4737	0.106	0.986
4738	0.106	0.986
4739	0.106	0.986
4740	0.106	0.986
4741	0.106	0.986
4742	0.106	0.986
4743	0.106	0.986
4744	0.106	0.986
4745	0.106	0.986
4746	0.106	0.986
4747	0.106	0.986
4748	0.106	0.986
4749	0.106	0.986
4750	0.106	0.986
4751	0.106	0.986
4752	0.106	0.986
4753	0.106	0.986
4754	0.106	0.986
4755	0.106	0.986
4756	0.106	0.986
4757	0.106	0.986
4758	0.105	0.986
4759	0.105	0.986
4760	0.105	0.986
4761	0.105	0.986
4762	0.105	0.986
4763	0.105	0.986
4764	0.105	0.986
4765	0.105	0.986
4766	0.105	0.986
4767	0.105	0.986
4768	0.105	0.986
4769	0.105	0.986
4770	0.105	0.986
4771	0.105	0.986
4772	0.105	0.986
4773	0.105	0.986
4774	0.105	0.986
4775	0.105	0.986
4776	0.105	0.986
4777	0.105	0.986
4778	0.105	0.986
4779	0.105	0.986
4780	0.105	0.986
4781	0.105	0.986
4782	0.105	0.986
4783	0.105	0.986
4784	0.105	0.986
4785	0.105	0.986
4786	0.105	0.986
4787	0.105	0.986
4788	0.105	0.986
4789	0.105	0.986
4790	0.105	0.986
4791	0.105	0.986
4792	0.105	0.986
4793	0.105	0.986
4794	0.105	0.987
4795	0.105	0.987
4796	0.105	0.987
4797	0.105	0.987
4798	0.105	0.987
4799	0.105	0.987
4800	0.105	0.987
4801	0.105	0.987
4802	0.105	0.987
4803	0.105	0.987
4804	0.105	0.987
4805	0.104	0.987
4806	0.104	0.987
4807	0.104	0.987
4808	0.104	0.987
4809	0.104	0.987
4810	0.104	0.987
4811	0.104	0.987
4812	0.104	0.987
4813	0.104	0.987
4814	0.104	0.987
4815	0.104	0.987
4816	0.104	0.987
4817	0.104	0.987
4818	0.104	0.987
4819	0.104	0.987
4820	0.104	0.987
4821	0.104	0.987
4822	0.104	0.987
4823	0.104	0.987
4824	0.104	0.987
4825	0.104	0.987
4826	0.104	0.987
4827	0.104	0.987
4828	0.104	0.987
4829	0.104	0.987
4830	0.104	0.987
4831	0.104	0.987
4832	0.104	0.987
4833	0.104	0.987
4834	0.104	0.987
4835	0.104	0.987
4836	0.104	0.987
4837	0.104	0.987
4838	0.104	0.987
4839	0.104	0.987
4840	0.104	0.987
4841	0.104	0.987
4842	0.104	0.987
4843	0.104	0.987
4844	0.104	0.987
4845	0.104	0.987
4846	0.104	0.987
4847	0.104	0.987
4848	0.104	0.987
4849	0.104	0.987
4850	0.104	0.987
4851	0.104	0.987
4852	0.103	0.987
4853	0.103	0.987
4854	0.103	0.987
4855	0.103	0.987
4856	0.103	0.987
4857	0.103	0.987
4858	0.103	0.987
4859	0.103	0.987
4860	0.103	0.987
4861	0.103	0.987
4862	0.103	0.987
4863	0.103	0.987
4864	0.103	0.987
4865	0.103	0.987
4866	0.103	0.987
4867	0.103	0.987
4868	0.103	0.987
4869	0.103	0.987
4870	0.103	0.987
4871	0.103	0.987
4872	0.103	0.987
4873	0.103	0.987
4874	0.103	0.987
4875	0.103	0.987
4876	0.103	0.987
4877	0.103	0.987
4878	0.103	0.987
4879	0.103	0.987
4880	0.103	0.987
4881	0.103	0.987
4882	0.103	0.987
4883	0.103	0.987
4884	0.103	0.987
4885	0.103	0.987
4886	0.103	0.987
4887	0.103	0.987
4888	0.103	0.987
4889	0.103	0.987
4890	0.103	0.987
4891	0.103	0.987
4892	0.103	0.987
4893	0.103	0.987
4894	0.103	0.987
4895	0.103	0.987
4896	0.103	0.987
4897	0.103	0.987
4898	0.103	0.987
4899	0.103	0.987
4900	0.102	0.987
4901	0.102	0.987
4902	0.102	0.987
4903	0.102	0.987
4904	0.102	0.987
4905	0.102	0.987
4906	0.102	0.987
4907	0.102	0.987
4908	0.102	0.987
4909	0.102	0.987
4910	0.102	0.987
4911	0.102	0.987
4912	0.102	0.987
4913	0.102	0.987
4914	0.102	0.987
4915	0.102	0.987
4916	0.102	0.987
4917	0.102	0.987
4918	0.102	0.987
4919	0.102	0.987
4920	0.102	0.987
4921	0.102	0.987
4922	0.102	0.987
4923	0.102	0.987
4924	0.102	0.987
4925	0.102	0.987
4926	0.102	0.987
4927	0.102	0.987
4928	0.102	0.987
4929	0.102	0.987
4930	0.102	0.987
4931	0.102	0.987
4932	0.102	0.987
4933	0.102	0.987
4934	0.102	0.987
4935	0.102	0.987
4936	0.102	0.987
4937	0.102	0.987
4938	0.102	0.987
4939	0.102	0.987
4940	0.102	0.987
4941	0.102	0.987
4942	0.102	0.987
4943	0.102	0.987
4944	0.102	0.987
4945	0.102	0.987
4946	0.102	0.987
4947	0.102	0.987
4948	0.102	0.987
4949	0.101	0.987
4950	0.101	0.987
4951	0.101	0.987
4952	0.101	0.987
4953	0.101	0.987
4954	0.101	0.987
4955	0.101	0.987
4956	0.101	0.987
4957	0.101	0.987
4958	0.101	0.987
4959	0.101	0.987
4960	0.101	0.987
4961	0.101	0.987
4962	0.101	0.987
4963	0.101	0.987
4964	0.101	0.987
4965	0.101	0.987
4966	0.101	0.987
4967	0.101	0.987
4968	0.101	0.987
4969	0.101	0.987
4970	0.101	0.987
4971	0.101	0.987
4972	0.101	0.987
4973	0.101	0.987
4974	0.101	0.987
4975	0.101	0.987
4976	0.101	0.987
4977	0.101	0.987
4978	0.101	0.987
4979	0.101	0.987
4980	0.101	0.987
4981	0.101	0.987
4982	0.101	0.987
4983	0.101	0.987
4984	0.101	0.987
4985	0.101	0.987
4986	0.101	0.988
4987	0.101	0.988
4988	0.101	0.988
4989	0.101	0.988
4990	0.101	0.988
4991	0.101	0.988
4992	0.101	0.988
4993	0.101	0.988
4994	0.101	0.988
4995	0.101	0.988
4996	0.101	0.988
4997	0.101	0.988
4998	0.101	0.988
4999	0.1	0.988
